City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,sao jose da coroa grande,-8.8978,-35.1478,299.07,82,21,3.8,BR,1677812673
84,talnakh,69.4865,88.3972,263.46,95,100,4.1,RU,1677812674
85,stockerau,48.383,16.1996,277.31,72,15,1.05,AT,1677812674
86,ostrovnoy,68.0531,39.5131,259.2,98,95,3.15,RU,1677812675
87,lavrentiya,65.5833,-171.0,244.84,96,39,0.58,RU,1677812676
88,porto novo,6.4965,2.6036,302.05,85,24,2.71,BJ,1677812677
89,leh,34.1667,77.5833,264.27,91,93,1.17,IN,1677812678
90,rawson,-43.3002,-65.1023,295.54,44,90,5.07,AR,1677812678
91,kodiak,57.79,-152.4072,269.88,50,0,9.77,US,1677812679
92,saint-philippe,-21.3585,55.7679,296.92,81,100,1.71,RE,1677812679
93,kavieng,-2.5744,150.7967,301.18,78,91,5.41,PG,1677812679
94,huarmey,-10.0681,-78.1522,296.27,83,100,3.65,PE,1677812319
95,samarai,-10.6167,150.6667,301.57,77,98,9.09,PG,1677812680
96,port elizabeth,-33.918,25.5701,294.31,99,20,3.6,ZA,1677812417
97,karimganj,24.8667,92.35,299.08,32,0,1.96,IN,1677812680
98,bethel,41.3712,-73.414,278.35,70,0,4.12,US,1677812681
99,tasiilaq,65.6145,-37.6368,275.24,89,98,2.94,GL,1677812681
100,dieppe,49.75,1.1667,275.48,93,4,3.29,FR,1677812682
101,sao joao da barra,-21.6403,-41.0511,297.83,89,40,6.18,BR,1677812677
102,disna,55.568,28.1971,271.15,92,24,5.5,BY,1677812682
103,atar,20.5169,-13.0499,292.9,23,0,3.98,MR,1677812550
104,qaqortoq,60.7167,-46.0333,278.67,60,95,15.08,GL,1677812683
105,atambua,-9.1061,124.8925,298.12,81,100,1.94,ID,1677812683
106,coquimbo,-29.9533,-71.3436,291.0,82,100,1.54,CL,1677812684
107,dwarka,22.2394,68.9678,297.5,67,0,3.91,IN,1677812684
108,nikolskoye,59.7035,30.7861,273.1,90,100,3.3,RU,1677812684
109,mae sai,20.4335,99.8762,301.19,29,0,1.43,TH,1677812685
110,mar del plata,-38.0023,-57.5575,293.2,87,0,3.6,AR,1677812409
111,torbay,47.6666,-52.7314,267.91,75,20,12.86,CA,1677812686
112,palmer,42.1584,-72.3287,276.8,65,75,4.12,US,1677812686
113,zharkent,44.1628,80.0,277.49,38,78,0.8,KZ,1677812686
114,azul,-36.777,-59.8585,293.25,65,4,4.05,AR,1677812687
115,cap-aux-meules,47.3821,-61.8597,264.18,86,40,3.6,CA,1677812687
116,rio verde de mato grosso,-18.9181,-54.8442,296.67,85,100,2.2,BR,1677812687
117,codrington,-38.2667,141.9667,291.22,52,73,7.51,AU,1677812688
118,burnie,-41.0667,145.9167,292.56,57,77,2.69,AU,1677812688
119,cherskiy,68.75,161.3,243.55,91,100,2.5,RU,1677812689
120,ponta do sol,32.6667,-17.1,291.32,87,91,1.12,PT,1677812689
121,raudeberg,61.9875,5.1352,276.46,46,85,3.26,NO,1677812689
122,nagayo,32.8242,129.8861,281.79,46,20,1.03,JP,1677812690
123,awjilah,29.1081,21.2869,288.99,43,71,4.46,LY,1677812598
124,mayya,61.7333,130.2811,238.77,93,97,1.22,RU,1677812690
125,inirida,3.8653,-67.9239,296.45,96,100,0.94,CO,1677812691
126,mount gambier,-37.8333,140.7667,293.64,44,59,5.21,AU,1677812691
127,manado,1.487,124.8455,300.58,83,40,1.54,ID,1677812692
128,olinda,-8.0089,-34.8553,301.0,69,40,3.6,BR,1677812458
129,georgetown,5.4112,100.3354,301.11,83,20,2.24,MY,1677812692
130,nisia floresta,-6.0911,-35.2086,297.6,82,52,3.24,BR,1677812541
131,bengkulu,-3.8004,102.2655,300.61,70,15,2.4,ID,1677812693
132,saint-augustin,51.226,-58.6502,260.93,88,10,4.18,CA,1677812693
133,minab,27.1467,57.0801,290.33,82,4,0.0,IR,1677812694
134,ballitoville,-29.539,31.2144,293.84,88,0,0.51,ZA,1677812694
135,provideniya,64.3833,-173.3,252.21,77,75,3.0,RU,1677812694
136,bambous virieux,-20.3428,57.7575,298.27,94,40,1.54,MU,1677812695
137,anadyr,64.75,177.4833,246.48,75,75,4.0,RU,1677812695
138,biltine,14.5333,20.9167,298.92,10,24,5.61,TD,1677812695
139,zhangye,38.9342,100.4517,280.14,20,0,3.59,CN,1677812696
140,sundargarh,22.1167,84.0333,299.91,22,0,2.05,IN,1677812696
141,karla,59.3723,24.9275,274.13,86,20,5.14,EE,1677812696
142,kropotkin,45.4375,40.5756,273.13,70,13,1.42,RU,1677812697
143,sevlievo,43.0258,25.1136,278.23,86,100,0.74,BG,1677812697
144,bredasdorp,-34.5322,20.0403,292.53,84,0,1.97,ZA,1677812697
145,ponta delgada,37.7333,-25.6667,290.55,94,75,5.14,PT,1677812698
146,husavik,66.0449,-17.3389,271.78,88,75,3.69,IS,1677812698
147,altona,53.55,9.9333,273.97,98,100,3.09,DE,1677812698
148,nokaneng,-19.6667,22.2667,292.79,84,48,2.42,BW,1677812699
149,morro bay,35.3658,-120.8499,284.4,75,15,0.89,US,1677812406
150,kaitangata,-46.2817,169.8464,295.67,44,8,3.68,NZ,1677812700
151,uberaba,-19.7483,-47.9319,297.47,73,75,3.6,BR,1677812700
152,havre-saint-pierre,50.2334,-63.5986,268.15,92,0,5.66,CA,1677812700
153,miedzyrzecz,52.4446,15.578,272.41,86,7,1.63,PL,1677812701
154,namibe,-15.1961,12.1522,295.15,73,86,2.69,AO,1677812702
155,san quintin,30.4833,-115.95,285.17,69,0,3.8,MX,1677812702
156,kaeo,-35.1,173.7833,295.78,62,100,2.86,NZ,1677812703
157,fortuna,40.5982,-124.1573,281.44,93,100,0.0,US,1677812703
158,te anau,-45.4167,167.7167,291.14,62,92,2.65,NZ,1677812591
159,akyab,20.15,92.9,298.87,31,0,2.57,MM,1677812704
160,geraldton,-28.7667,114.6,305.38,35,6,5.14,AU,1677812705
161,biak,-0.9131,122.8766,302.26,64,52,1.17,ID,1677812705
162,seoul,37.5683,126.9778,279.91,51,0,4.63,KR,1677812217
163,norden,53.6,7.2,277.02,86,2,3.74,DE,1677812706
164,severnyy-kospashskiy,59.0925,57.8008,244.6,84,100,0.99,RU,1677812707
165,san patricio,28.017,-97.5169,297.2,86,30,7.08,US,1677812708
166,lalmohan,22.3384,90.7419,299.56,38,0,2.54,BD,1677812708
167,yenagoa,4.9247,6.2642,298.44,90,100,1.9,NG,1677812709
168,tel aviv-yafo,32.0805,34.7805,292.71,56,0,4.12,IL,1677812709
169,mabaruma,8.2,-59.7833,295.66,89,75,1.32,GY,1677812600
170,singaraja,-8.112,115.0882,300.41,75,100,1.25,ID,1677812711
171,gizo,-8.103,156.8419,300.57,85,100,7.71,SB,1677812711
172,henties bay,-22.116,14.2845,289.68,93,23,2.25,NA,1677812712
173,yagodnoye,62.55,149.6667,242.53,87,30,0.38,RU,1677812713
174,paoua,7.2427,16.4406,299.13,45,77,2.61,CF,1677812713
175,dongsheng,39.8161,109.9776,277.93,20,0,5.97,CN,1677812714
176,port hawkesbury,45.6169,-61.3485,271.99,94,100,6.26,CA,1677812715
177,sitka,57.0531,-135.33,274.09,80,75,2.57,US,1677812715
178,sorland,67.667,12.6934,274.07,94,100,6.43,NO,1677812717
179,phetchaburi,12.9667,99.5833,304.45,35,8,3.23,TH,1677812717
180,burns lake,54.2331,-125.7533,270.83,78,100,4.13,CA,1677812718
181,maningrida,-12.0667,134.2667,300.94,82,92,8.68,AU,1677812719
182,khuzhir,53.1939,107.3397,272.37,76,34,3.54,RU,1677812719
183,ribeira grande,38.5167,-28.7,288.58,76,100,1.79,PT,1677812720
184,moerai,-22.4333,-151.3333,299.46,67,93,4.7,PF,1677812720
185,kazachinskoye,57.6953,93.2761,273.68,81,100,5.4,RU,1677812721
186,marang,5.2056,103.2059,302.02,83,83,6.35,MY,1677812722
187,kamaishi,39.2667,141.8833,278.42,60,100,4.63,JP,1677812518
188,fare,-16.7,-151.0167,301.15,68,9,2.18,PF,1677812723
189,comodoro rivadavia,-45.8667,-67.5,295.07,33,0,10.29,AR,1677812632
190,noumea,-22.2763,166.4572,304.14,99,97,6.7,NC,1677812652
191,trairi,-3.2778,-39.2689,299.68,79,58,3.79,BR,1677812700
192,sakakah,29.9697,40.2064,287.91,45,1,0.99,SA,1677812572
193,nalut,30.3333,10.85,286.94,31,88,5.58,LY,1677812546
194,muravlenko,63.7898,74.523,255.62,93,100,6.77,RU,1677812725
195,hopatcong,40.9329,-74.6593,278.53,68,46,2.68,US,1677812468
196,ola,59.5833,151.2833,254.34,75,8,2.2,RU,1677812726
197,srednekolymsk,67.45,153.6833,245.63,90,70,1.84,RU,1677812727
198,enid,36.3956,-97.8784,281.53,67,100,5.66,US,1677812457
199,bumba,2.1833,22.4667,292.52,98,69,1.74,CD,1677812728
200,nova kakhovka,46.7545,33.3486,273.13,71,7,1.77,UA,1677812728
201,daloa,6.8774,-6.4502,295.89,90,22,1.1,CI,1677812729
202,fuyu,45.1833,124.8167,274.79,39,0,1.55,CN,1677812730
203,iwanai,42.9744,140.5089,274.61,61,100,5.97,JP,1677812459
204,grand gaube,-20.0064,57.6608,298.36,79,100,2.33,MU,1677812731
205,cabedelo,-6.9811,-34.8339,299.52,76,64,5.09,BR,1677812732
206,kula,38.5473,28.6498,278.72,90,55,0.14,TR,1677812732
207,ancud,-41.8697,-73.8203,287.48,90,100,2.75,CL,1677812640
208,san juan,-31.5375,-68.5364,302.13,22,0,1.81,AR,1677812448
209,gat,31.61,34.7642,293.37,40,61,4.51,IL,1677812640
210,alice springs,-23.7,133.8833,304.9,40,1,6.69,AU,1677812557
211,neuquen,-38.9516,-68.0591,295.09,60,0,1.54,AR,1677812437
212,launceston,-41.45,147.1667,296.27,41,75,2.57,AU,1677812734
213,oksfjord,70.2396,22.3479,275.25,90,94,2.96,NO,1677812735
214,yerbogachen,61.2767,108.0108,273.99,90,100,7.22,RU,1677812735
215,haines junction,60.7522,-137.5108,263.12,62,100,1.54,CA,1677812736
216,sept-iles,50.2001,-66.3821,266.15,89,75,2.06,CA,1677812736
217,constitucion,-35.3333,-72.4167,288.04,82,4,3.62,CL,1677812535
218,brae,60.3964,-1.353,278.36,78,21,5.59,GB,1677812737
219,pangnirtung,66.1451,-65.7125,260.01,70,100,3.33,CA,1677812738
220,ambilobe,-13.2,49.05,295.53,96,71,0.9,MG,1677812739
221,mehamn,71.0357,27.8492,273.1,93,75,2.06,NO,1677812594
222,ndele,8.4109,20.6473,296.11,57,75,2.07,CF,1677812740
223,hasaki,35.7333,140.8333,286.09,41,45,2.59,JP,1677812740
224,qaanaaq,77.484,-69.3632,244.5,71,0,3.64,GL,1677812740
225,rodrigues alves,-7.738,-72.6509,296.26,96,100,1.18,BR,1677812741
226,castro,-24.7911,-50.0119,290.88,93,100,0.51,BR,1677812741
227,touros,-5.1989,-35.4608,298.09,88,100,5.39,BR,1677812742
228,dikson,73.5069,80.5464,246.36,100,94,5.61,RU,1677812742
229,sorong,-0.8833,131.25,301.41,70,90,2.95,ID,1677812742
230,cefalu,38.0386,14.0229,281.78,80,100,7.6,IT,1677812743
231,iqaluit,63.7506,-68.5145,260.0,78,100,2.06,CA,1677812743
232,las vegas,36.175,-115.1372,284.53,34,0,2.57,US,1677812614
233,tecoanapa,16.5167,-98.75,298.45,76,2,3.28,MX,1677812743
234,mamallapuram,12.6264,80.1722,298.18,61,74,2.21,IN,1677812744
235,faanui,-16.4833,-151.75,301.3,68,10,2.35,PF,1677812744
236,vostok,46.4856,135.8833,267.14,82,100,2.29,RU,1677812744
237,jamame,0.0722,42.7506,297.17,90,43,4.37,SO,1677812745
238,senanga,-16.1167,23.2667,291.45,93,61,2.1,ZM,1677812542
239,kudahuvadhoo,2.6708,72.8944,300.77,76,100,7.81,MV,1677812745
240,cuamba,-14.8031,36.5372,293.2,99,100,0.59,MZ,1677812746
241,lompoc,34.6391,-120.4579,283.44,81,0,3.6,US,1677812746
242,vao,-22.6667,167.4833,299.08,84,69,8.3,NC,1677812747
243,sao geraldo do araguaia,-6.4006,-48.555,296.16,96,98,1.33,BR,1677812747
244,gondar,12.6,37.4667,287.92,23,8,1.51,ET,1677812747
245,polis,35.0367,32.4264,285.05,49,8,3.36,CY,1677812748
246,playa vicente,17.8333,-95.8167,298.99,59,14,3.45,MX,1677812748
247,poum,-20.2333,164.0167,300.54,82,100,11.82,NC,1677812748
248,akdagmadeni,39.6603,35.8836,279.33,71,100,1.86,TR,1677812749
249,avarua,-21.2078,-159.775,302.18,61,100,2.57,CK,1677812749
250,ilulissat,69.2167,-51.1,262.16,85,76,1.54,GL,1677812749
251,todos santos,23.45,-110.2167,291.85,75,2,3.9,MX,1677812750
252,lovozero,68.005,35.0117,258.76,99,100,1.17,RU,1677812750
253,beringovskiy,63.05,179.3167,250.38,89,99,1.99,RU,1677812750
254,irbit,57.6705,63.071,257.57,86,85,4.37,RU,1677812751
255,palmas,-10.2128,-48.3603,299.08,89,75,1.03,BR,1677812751
256,kenai,60.5544,-151.2583,266.18,75,20,1.54,US,1677812752
257,ixtapa,20.7,-105.2,291.68,73,98,1.54,MX,1677812455
258,rafaela,-31.2503,-61.4867,298.7,47,11,0.89,AR,1677812753
259,saldanha,-33.0117,17.9442,290.18,91,49,2.76,ZA,1677812753
260,abonnema,4.7084,6.7931,299.43,83,100,2.57,NG,1677812754
261,port lincoln,-34.7333,135.8667,293.52,57,75,5.53,AU,1677812754
262,sobolevo,54.4299,31.8996,270.5,94,81,5.47,RU,1677812754
263,bay roberts,47.5999,-53.2648,268.33,75,7,4.47,CA,1677812755
264,peniche,39.3558,-9.3811,281.18,74,100,1.88,PT,1677812755
265,oruro,-17.9833,-67.15,283.78,65,54,6.33,BO,1677812730
266,hamilton,39.1834,-84.5333,281.73,69,56,0.89,US,1677812484
267,margate,51.3813,1.3862,278.54,82,73,3.58,GB,1677812534
268,brigantine,39.4101,-74.3646,282.6,65,0,4.12,US,1677812756
269,nuuk,64.1835,-51.7216,273.64,64,34,6.71,GL,1677812757
270,port blair,11.6667,92.75,301.17,78,40,2.57,IN,1677812757
271,terrace,54.5163,-128.6035,274.1,93,100,8.75,CA,1677812758
272,nome,64.5011,-165.4064,250.19,77,0,2.06,US,1677812758
273,sola,-13.8833,167.55,300.71,84,100,15.81,VU,1677812481
274,ucluelet,48.9329,-125.5528,277.64,84,54,2.24,CA,1677812759
275,camacha,33.0833,-16.3333,286.83,94,20,2.57,PT,1677812759
276,deputatskiy,69.3,139.9,241.66,87,50,1.1,RU,1677812759
277,tres arroyos,-38.3739,-60.2798,288.54,58,11,3.63,AR,1677812760
278,nanortalik,60.1432,-45.2371,276.85,76,71,10.6,GL,1677812760
279,sabang,5.8933,95.3214,300.73,71,100,6.08,ID,1677812761
280,tabas,33.5959,56.9244,287.27,41,8,2.06,IR,1677812761
281,aklavik,68.2191,-135.0107,239.38,99,70,2.48,CA,1677812762
282,mocajuba,-2.5842,-49.5072,296.33,99,100,1.45,BR,1677812763
283,tautira,-17.7333,-149.15,300.35,76,4,3.13,PF,1677812471
284,nerja,36.7585,-3.8873,282.83,40,2,2.24,ES,1677812763
285,paamiut,61.994,-49.6678,277.19,63,100,4.76,GL,1677812764
286,bandarbeyla,9.4942,50.8122,297.87,71,27,6.09,SO,1677812764
287,lugau,50.7333,12.75,271.97,93,5,0.7,DE,1677812765
288,katsuura,35.1333,140.3,282.16,47,58,3.45,JP,1677812766
289,cedar city,37.6775,-113.0619,270.69,69,0,0.0,US,1677812731
290,leningradskiy,69.3833,178.4167,245.91,91,100,2.7,RU,1677812767
291,richards bay,-28.783,32.0377,295.45,85,100,0.12,ZA,1677812767
292,kutum,14.2,24.6667,291.7,11,2,3.27,SD,1677812768
293,aracruz,-19.8203,-40.2733,297.71,95,84,1.06,BR,1677812769
294,lakefield,43.6775,-95.1717,271.06,86,100,4.12,US,1677812769
295,voyvozh,62.892,54.9635,251.34,100,100,1.9,RU,1677812770
296,eyl,7.9803,49.8164,296.91,78,56,5.46,SO,1677812771
297,najran,17.4924,44.1277,289.51,54,2,1.79,SA,1677812771
298,luderitz,-26.6481,15.1594,288.86,93,0,3.34,NA,1677812772
299,kamina,-8.7386,24.9906,289.82,98,88,2.01,CD,1677812772
300,cozumel,20.5083,-86.9458,300.19,74,20,5.14,MX,1677812494
301,cayenne,4.9333,-52.3333,299.17,89,20,2.57,GF,1677812773
302,soe,-9.8607,124.284,296.05,76,98,2.6,ID,1677812773
303,chabahar,25.2919,60.643,295.43,68,38,5.21,IR,1677812774
304,otradnoye,59.7775,30.8181,273.2,90,100,3.2,RU,1677812775
305,pyapon,16.2833,95.6833,303.87,32,0,2.26,MM,1677812775
306,malanje,-9.5402,16.341,288.91,91,25,1.25,AO,1677812776
307,pegnitz,49.7564,11.545,272.35,81,2,1.75,DE,1677812777
308,saint-georges,12.0564,-61.7485,297.97,78,20,10.29,GD,1677812777
309,killybegs,54.6333,-8.45,279.49,62,99,2.17,IE,1677812778
310,prachuap khiri khan,12.2167,99.75,303.53,36,20,4.41,TH,1677812778
311,buchanan,5.8808,-10.0467,299.14,90,48,1.28,LR,1677812779
312,batticaloa,7.7102,81.6924,299.39,74,100,3.96,LK,1677812718
313,doha,25.2867,51.5333,289.14,77,0,1.54,QA,1677812780
314,kungurtug,50.5994,97.5228,267.77,65,21,0.97,RU,1677812586
315,kieta,-6.2167,155.6333,300.92,84,100,2.02,PG,1677812781
316,vardo,70.3705,31.1107,272.14,93,100,3.6,NO,1677812594
317,ternate,0.8,127.4,301.37,73,99,3.18,ID,1677812781
318,kankaanpaa,61.8,22.4167,274.57,82,40,3.56,FI,1677812782
319,victoria,22.2855,114.1577,294.24,48,54,4.92,HK,1677812732
320,sungaipenuh,-2.0833,101.3833,295.56,79,94,1.44,ID,1677812782
321,narsaq,60.9167,-46.05,281.27,62,90,12.8,GL,1677812783
322,khani,41.9563,42.9566,274.91,84,97,2.34,GE,1677812784
323,storsteinnes,69.2408,19.2344,273.51,97,100,2.88,NO,1677812784
324,cacador,-26.7753,-51.015,290.43,99,100,0.71,BR,1677812785
325,kalemie,-5.9475,29.1947,293.72,87,100,2.0,CD,1677812785
326,standish,43.9831,-83.9589,273.72,96,100,2.44,US,1677812774
327,quang ngai,15.1167,108.8,296.75,72,86,3.54,VN,1677812786
328,njombe,-9.3333,34.7667,286.91,97,100,1.86,TZ,1677812787
329,sistranda,63.7256,8.834,277.13,79,100,17.07,NO,1677812788
330,sandy bay,-42.913,147.3532,294.31,47,20,4.63,AU,1677812788
331,vestmannaeyjar,63.4427,-20.2734,279.35,72,100,0.75,IS,1677812788
332,port hardy,50.6996,-127.4199,276.15,100,100,2.06,CA,1677812789
333,road town,18.4167,-64.6167,298.17,78,20,4.12,VG,1677812645
334,san-pedro,4.7485,-6.6363,298.12,89,100,2.89,CI,1677812790
335,aykhal,66.0,111.5,262.47,95,100,4.63,RU,1677812790
336,wewak,-3.5534,143.6268,301.09,81,100,2.67,PG,1677812791
337,xuddur,4.1213,43.8894,294.56,84,31,6.03,SO,1677812791
338,souillac,-20.5167,57.5167,296.36,94,40,1.54,MU,1677812792
339,marabba,12.35,32.1833,295.07,12,0,4.1,SD,1677812794
340,chuy,-33.6971,-53.4616,297.36,70,56,3.83,UY,1677812794
341,wakkanai,45.4094,141.6739,273.14,64,75,7.72,JP,1677812795
342,whyalla,-33.0333,137.5833,295.92,49,0,4.7,AU,1677812796
343,beni suef,29.0731,31.0979,289.21,50,0,1.32,EG,1677812796
344,abu dhabi,24.4667,54.3667,297.01,82,20,2.06,AE,1677812797
345,vysokovsk,56.3167,36.55,271.09,93,100,4.75,RU,1677812797
346,andra,62.5147,65.8878,246.18,100,100,0.57,RU,1677812798
347,mavelikara,9.2667,76.55,299.24,59,78,1.67,IN,1677812798
348,qobustan,40.0824,49.412,279.15,77,100,4.99,AZ,1677812799
349,orlovskiy,46.8714,42.0592,271.69,70,14,3.21,RU,1677812799
350,fallon,39.4735,-118.7774,276.08,57,40,2.57,US,1677812650
351,tiksi,71.6872,128.8694,247.77,93,98,3.5,RU,1677812800
352,erdenet,49.0333,104.0833,270.72,62,96,1.69,MN,1677812800
353,tilichiki,60.4667,166.1,253.2,93,100,3.52,RU,1677812801
354,saskylakh,71.9167,114.0833,252.22,94,100,6.74,RU,1677812801
355,tura,25.5198,90.2201,300.19,26,0,1.03,IN,1677812719
356,conceicao do araguaia,-8.2578,-49.2647,297.6,84,99,1.41,BR,1677812675
357,nehe,48.4833,124.8333,268.35,81,12,2.46,CN,1677812801
358,padang,-0.9492,100.3543,300.18,84,100,1.48,ID,1677812802
359,ayan,56.45,138.1667,257.39,85,58,2.1,RU,1677812802
360,boshnyakovo,49.6333,142.1667,264.89,81,99,2.15,RU,1677812802
361,banepa,27.6298,85.5214,288.33,72,20,0.0,NP,1677812803
362,sao miguel do araguaia,-13.275,-50.1628,294.09,86,55,2.01,BR,1677812732
363,roald,62.5833,6.1333,279.12,75,100,9.26,NO,1677812803
364,saint-joseph,-21.3667,55.6167,297.86,79,100,0.58,RE,1677812804
365,omsukchan,62.5333,155.8,243.04,87,39,1.1,RU,1677812804
366,kirakira,-10.4544,161.9205,303.09,67,99,7.39,SB,1677812804
367,villanueva de cordoba,38.3228,-4.6287,273.2,72,7,1.08,ES,1677812805
368,rangapara,26.8167,92.65,298.48,34,4,2.43,IN,1677812805
